27,1697202,283,2019-11-10,629.15791
27,1697554,844,2019-11-10,593.30092
27,1697184,1305,2019-11-10,840.56599
27,1697841,1354,2019-11-10,404.14247
27,1697933,1921,2019-11-10,873.5309699999999
27,1697022,2106,2019-11-10,76.81730999999999
27,1697210,3051,2019-11-10,791.1226
27,1697068,3202,2019-11-10,10.30607
27,1697582,3426,2019-11-10,254.00457999999998
27,1697798,3449,2019-11-10,279.3283
27,1697934,3494,2019-11-10,267.14152
27,1697921,3789,2019-11-10,891.0835300000001
27,1697134,3851,2019-11-10,936.2208099999999
27,1697767,3901,2019-11-10,480.23467
27,1697237,4500,2019-11-10,565.27404
27,1697802,4532,2019-11-10,319.50674
27,1697926,4602,2019-11-10,152.58147
27,1697330,4660,2019-11-10,63.67893
27,1697971,4926,2019-11-10,301.97007
27,1697931,5044,2019-11-10,330.06874
27,1697559,5324,2019-11-10,352.37561
27,1697702,5447,2019-11-10,534.4368900000001
27,1697368,5572,2019-11-10,438.08221
27,1697157,5600,2019-11-10,521.26608
27,1697241,5656,2019-11-10,652.61748
27,1697995,5771,2019-11-10,56.03278
27,1697594,5927,2019-11-10,377.19601
27,1697609,6000,2019-11-10,434.04767000000004
27,1697638,6031,2019-11-10,526.54398
27,1697988,6274,2019-11-10,83.85506
27,1697753,6370,2019-11-10,832.9108
27,1697397,6839,2019-11-10,268.8675
27,1697954,6996,2019-11-10,274.19071
27,1697898,7015,2019-11-10,951.29887
27,1697832,7051,2019-11-10,652.87041
27,1697748,7151,2019-11-10,436.37868
27,1697576,7323,2019-11-10,745.41669
27,1697331,7530,2019-11-10,983.63316
27,1697603,7771,2019-11-10,461.7966
27,1697927,7867,2019-11-10,174.60076
27,1697266,7961,2019-11-10,436.13287
27,1697347,8106,2019-11-10,217.37625
27,1697172,8339,2019-11-10,503.38254000000006
27,1697107,8635,2019-11-10,214.96229
27,1697440,8728,2019-11-10,475.39768
27,1697386,8955,2019-11-10,516.52685
27,1697656,9291,2019-11-10,889.53718
27,1697078,9535,2019-11-10,534.2243599999999
27,1697567,9719,2019-11-10,424.10155999999995
27,1697391,10079,2019-11-10,197.95203
27,1697039,10971,2019-11-10,740.01777
27,1697908,11167,2019-11-10,762.8844
27,1697042,11535,2019-11-10,948.52941
27,1697088,11636,2019-11-10,278.10885
27,1697295,11648,2019-11-10,523.66935
27,1697643,11783,2019-11-10,179.19179
27,1697987,11841,2019-11-10,375.25371
27,1697169,11952,2019-11-10,219.93631000000002
27,1697229,12231,2019-11-10,5.9505
27,1697553,12262,2019-11-10,773.58167
27,1697228,12294,2019-11-10,41.47565
27,1697009,12384,2019-11-10,610.27772
27,1697660,12719,2019-11-10,294.95814
